age,education_years,weekly_workhours,digital_index,social_participation_index,gender_male,disabled,social_participant,agri_worker,disability_severity_ord,disability_vision,disability_mental,disability_walking,disability_hearing,disability_communication,disability_hand_finger,no_disability,digital_status,workhours_missing,region_Bali_Nusa,region_Eastern,region_Java,region_Kalimantan,region_Sulawesi,region_Sumatra
16.0,9.0,15.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
51.0,9.0,28.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
31.0,6.0,25.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34.0,9.0,24.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
35.0,12.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
59.0,6.0,42.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
28.0,16.0,36.0,2.0,0.6666667,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
36.0,6.0,84.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
62.0,1.0,42.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50.0,1.0,28.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17.0,9.0,0.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
17.0,9.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
48.0,1.0,54.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17.0,9.0,15.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35.0,9.0,0.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
72.0,6.0,8.0,0.0,0.33333334,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.0,12.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
54.0,9.0,45.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
35.0,16.0,8.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42.0,6.0,24.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
17.0,9.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
45.0,6.0,30.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23.0,9.0,52.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
52.0,6.0,18.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52.0,12.0,28.0,1.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
16.0,9.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
53.0,6.0,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42.0,12.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
25.0,12.0,48.0,2.0,0.6666667,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
53.0,9.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
50.0,12.0,15.0,2.0,0.6666667,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
45.0,12.0,35.0,1.0,0.6666667,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
63.0,12.0,0.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
32.0,12.0,29.0,1.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
36.0,6.0,70.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57.0,6.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
33.0,12.0,48.0,1.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
40.0,6.0,30.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
64.0,1.0,18.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45.0,12.0,84.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54.0,12.0,40.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37.0,6.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
60.0,9.0,36.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57.0,1.0,48.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44.0,1.0,30.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
48.0,6.0,48.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15.0,6.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
57.0,12.0,15.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28.0,12.0,36.0,2.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
16.0,9.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
52.0,6.0,25.0,0.0,0.33333334,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,9.0,40.0,2.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
66.0,1.0,56.0,0.0,0.33333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
40.0,12.0,0.0,0.0,0.33333334,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
